StateAbbr,PlaceName,Population2010,LATITUDE,LONGITUDE
VT,Burlington,42417,44.4876245694,-73.2314828365
VA,Alexandria,139966,38.8187351557,-77.0867762661
VA,Chesapeake,222209,36.6777521118,-76.3024325925
VA,Hampton,137436,37.0533009025,-76.3665945624
VA,Lynchburg,75568,37.4004163016,-79.1911081
VA,Newport News,180719,37.1051141309,-76.5182644502
VA,Norfolk,242803,36.8932863006,-76.2567157761
VA,Portsmouth,95535,36.8451450228,-76.3552763467
VA,Richmond,204214,37.5293933083,-77.475568168
VA,Roanoke,97032,37.2782181855,-79.9581615989
VA,Suffolk,84585,36.6930367981,-76.6414278469
VA,Virginia Beach,437994,36.7534593339,-76.0589579522
WA,Auburn,70180,47.3038544325,-122.210810557
WA,Bellevue,122363,47.5962437606,-122.153569982
WA,Bellingham,80885,48.7535370315,-122.468092906
WA,Everett,103019,47.9497966189,-122.160703911
WA,Federal Way,89306,47.3090846316,-122.335755583
WA,Kennewick,73917,46.198438428,-119.173245847
WA,Kent,92411,47.3849636272,-122.217890194
WA,Renton,90927,47.4760546752,-122.191153327
WA,Seattle,608660,47.622154338,-122.323532482
WA,Spokane,208916,47.6736243259,-117.415973291
WA,Spokane Valley,89755,47.662556574,-117.234571922
WA,Tacoma,198397,47.2425411445,-122.45447391
WA,Vancouver,161791,45.6357172365,-122.598539476
WA,Yakima,91067,46.5925792092,-120.547807614
WV,Charleston,51400,38.3484079736,-81.632165003
WI,Appleton,72623,44.2776987457,-88.3897664444
WI,Green Bay,104057,44.5149847816,-87.9896195955
WI,Kenosha,99218,42.585570271,-87.8735745085
WI,Madison,233209,43.0809865694,-89.3915106344
WI,Milwaukee,594833,43.0641258925,-87.9672412429
WI,Racine,78860,42.7274599494,-87.813453024
WI,Waukesha,70718,43.0093332215,-88.2457679157
WY,Cheyenne,59466,41.1460804265,-104.789064332
